radius,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,mean_y,mean_u,mean_vchroma,std_r,std_g,std_b,std_h,std_s,std_v,std_y,std_u,std_vchroma,smoothness,hog,mean_annulus_r,mean_annulus_g,mean_annulus_b,mean_annulus_h,mean_annulus_s,mean_annulus_v,mean_annulus_y,mean_annulus_u,mean_annulus_vchroma,mean_center_r,mean_center_g,mean_center_b,mean_center_h,mean_center_s,mean_center_v,mean_center_y,mean_center_u,mean_center_vchroma,std_annulus_r,std_annulus_g,std_annulus_h,std_annulus_s,std_annulus_v,std_annulus_y,std_annulus_u,std_annulus_vchroma,std_center_r,std_center_g,std_center_b,std_center_h,std_center_s,std_center_v,std_center_y,std_center_u,std_center_vchroma,mean_diff_roi_r,mean_diff_roi_g,mean_diff_roi_b,mean_diff_roi_h,mean_diff_roi_s,mean_diff_roi_v,mean_diff_roi_y,mean_diff_roi_u,mean_diff_roi_vchroma,std_diff_roi_r,std_diff_roi_g,std_diff_roi_b,std_diff_roi_h,std_diff_roi_s,std_diff_roi_v,std_diff_roi_y,std_diff_roi_u,std_diff_roi_vchroma
383.75,181.97667477525837,166.50983563114514,145.04111089971394,0.12849948257722282,0.21319678028173156,0.7142738660195779,0.66151759182687,-0.04563292275062113,0.04572085498944611,21.261255403269796,25.904855232053645,35.04063404504569,0.1543943995165185,0.11257527704457056,0.08393259329319547,0.09875146720000703,0.025719797688993722,0.023369353540680083,0.06936218940325463,0.6836338677293085,32.25310527352907,28.94884452568136,24.43961873764176,2.026485710235904e-308,4.015446514130163e-308,1.7868253428235655e-307,1.615402648924289e-307,1.592385789852391e-308,1.330613812156548e-308,137.53341292824604,121.7975071550746,99.61482836288506,0.08346129080608711,0.21843331370494576,0.539452843915937,0.4861714415644833,-0.04700893115808807,0.04664976512158293,67.64403269489304,52.12422232230197,0.0,0.0,0.0,0.0,0.0,0.0,73.65085192585074,65.60343283487366,54.96157135368833,0.08659704031161901,0.12500208608014213,0.28891686143873474,0.2616035810119846,0.027758770007609537,0.026591830290577257,-105.28030765471696,-92.84866262939323,-75.1752096252433,-0.08346129080608711,-0.21843331370494576,-0.539452843915937,-0.4861714415644833,0.04700893115808807,-0.04664976512158293,-6.006819230957703,-4.657292908513156,-2.83734903138636,-0.08659704031161901,-0.12500208608014213,-0.28891686143873474,-0.2616035810119846,-0.027758770007609537,-0.026591830290577257
315.5,174.49023626358448,157.10874855898552,129.50502439992263,0.11862230231777991,0.26721121044343593,0.6845044326045983,0.6241528973667743,-0.05722761653616284,0.05274448092634198,23.714565607434558,28.06534259740614,40.03591829124338,0.12448217488327094,0.1546181853039245,0.09326828759489399,0.10745995004182529,0.03606487397941576,0.02941798699750609,0.0825253203809756,0.6642275730286932,29.097401276380925,26.079674600722832,21.888290297545943,1.3427271186394027e-308,5.059980966052064e-308,1.5429950894681323e-307,1.2826802754547558e-307,1.2121664712385913e-308,1.2243869778731365e-308,138.30669694348327,117.08854767397155,79.43719963475586,0.08367366754844889,0.33628144207047855,0.5423792036999344,0.467217727957196,-0.07662133792025033,0.06593788437908679,60.34140497245683,45.63727174994923,0.0,0.0,0.0,0.0,0.0,0.0,73.23949781776805,62.4183534761863,43.74766247702945,0.04387821005364359,0.18089910249082808,0.2872137169324237,0.24883235217646238,0.040769118367227346,0.03507554769361724,-109.20929566710235,-91.00887307324871,-57.54890933720991,-0.08367366754844889,-0.33628144207047855,-0.5423792036999344,-0.467217727957196,0.07662133792025033,-0.06593788437908679,-12.898092845311226,-8.225000559945215,1.8896092729197775,-0.04387821005364359,-0.18089910249082808,-0.2872137169324237,-0.24883235217646238,-0.040769118367227346,-0.03507554769361724
280.0,192.4256152071748,163.82242662659405,110.73711279356542,0.10667101694729178,0.43291497532134826,0.754642348339357,0.6522472715106762,-0.1072723665479989,0.08980130511834147,14.313827603340755,24.290608585621776,51.49373516381185,0.03269216196186598,0.2412474838704239,0.056157259858059055,0.09117476496271872,0.0596266582501941,0.04849026680861678,0.14116614422834367,0.6594606735115507,35.01768491310687,28.18579846920056,15.210834282505559,1.4428915999922456e-308,1.408725470245888e-307,1.9464623013485836e-307,1.5812290187698372e-307,3.4978925263547767e-308,2.0062344154866416e-308,148.87907370168216,118.22483960547736,60.506375881770886,0.0855155184867223,0.46827962013733426,0.5838403496353375,0.4737668656303532,-0.11637783550231261,0.0965648542185527,73.75486618849358,32.997936586809374,0.0,0.0,0.0,0.0,0.0,0.0,78.8681244746444,63.16790594391508,35.00022182773422,0.044837380279186545,0.25189873159065196,0.3092877378394851,0.2527772233293008,0.06205335494939568,0.051726100398540524,-113.86138878857528,-90.0390411362768,-45.29554159926533,-0.0855155184867223,-0.46827962013733426,-0.5838403496353375,-0.4737668656303532,0.11637783550231261,-0.0965648542185527,-5.113258286150824,-3.648709626966969,-2.0022852409248486,-0.044837380279186545,-0.25189873159065196,-0.3092877378394851,-0.2527772233293008,-0.06205335494939568,-0.051726100398540524
278.0,200.10662849378883,171.3695781573499,117.15467456004141,0.10775960533217446,0.41726182960392905,0.7848619103438479,0.6814959105798116,-0.1092810308873422,0.09056715707989171,15.686291012594635,21.55951935868071,45.91751389307849,0.037039248070906236,0.21955421006036704,0.06144934447363429,0.08096824331355314,0.05841983737423335,0.04663714555917575,0.14268564188960609,0.4883001712800797,37.92168090062112,30.6398033126294,16.80577445652174,1.471865851841067e-308,1.4450351929576963e-307,2.1092349816795734e-307,1.7283205590702496e-307,3.8403076858167506e-308,2.2481765811262326e-308,158.07778315283542,128.3884164039824,70.54305421179114,0.08648856562283085,0.4372222399529355,0.6199128751091586,0.5124359442038418,-0.11603806027085,0.0942876835724332,78.75856644176126,35.317267921972984,0.0,0.0,0.0,0.0,0.0,0.0,84.04983214017722,68.98108319210051,40.00474709539092,0.04535491532341987,0.23463152304622897,0.32960718486344004,0.274680897752711,0.061700951514091044,0.05031742512060494,-120.15610225221431,-97.74861309135301,-53.737279755269405,-0.08648856562283085,-0.4372222399529355,-0.6199128751091586,-0.5124359442038418,0.11603806027085,-0.0942876835724332,-5.291265698415955,-5.234685162793809,-4.687479173417934,-0.04535491532341987,-0.23463152304622897,-0.32960718486344004,-0.274680897752711,-0.061700951514091044,-0.05031742512060494
295.25,192.1763477502596,162.57616646300536,107.77319013935023,0.10661810590082256,0.44406398203872327,0.7536485072317483,0.6477611033999909,-0.11078459132055256,0.09287938292588489,13.750380079226922,21.342506925159284,45.64519159036806,0.026204205871794638,0.2185633915896973,0.05392195057760945,0.08009080065295957,0.05494172387435622,0.04485593342478005,0.14448615911110005,0.545437135998551,35.62681789236356,28.67620432679896,15.522810067179549,1.497041640786469e-308,1.458337034209809e-307,1.9769975549749616e-307,1.5980944537009074e-307,3.474489335486141e-308,2.1001507853166964e-308,151.63229612832788,121.55076145684612,64.60361552028219,0.08571442959378646,0.4519113927515926,0.5946364554052073,0.48648300269353284,-0.11472854054858983,0.09488118465471121,73.83174044006117,32.9570995874251,0.0,0.0,0.0,0.0,0.0,0.0,80.04782242207213,64.5389769614858,36.19920751718302,0.04492184354643434,0.2420149824366261,0.31391302910616525,0.258012377915502,0.06118091855039282,0.05095639778354924,-116.00547823596432,-92.87455713004715,-49.08080545310264,-0.08571442959378646,-0.4519113927515926,-0.5946364554052073,-0.48648300269353284,0.11472854054858983,-0.09488118465471121,-6.216081982010962,-4.995966478180755,-3.242107929757921,-0.04492184354643434,-0.2420149824366261,-0.31391302910616525,-0.258012377915502,-0.06118091855039282,-0.05095639778354924
217.0,189.49969995804724,173.36545109847216,150.45777374181523,0.11756685091309038,0.2117753637340077,0.7438345830135332,0.6885416325052008,-0.04847841960359644,0.047894778791635666,16.336813774249773,20.382541967998023,28.445852151638963,0.1207692851356433,0.10157021735945078,0.06468012682853949,0.07672825190368462,0.025251847329534973,0.022362150324957968,0.06998461801235373,0.6499507388105636,35.28900147100214,32.05248344458783,27.497666045340853,1.6843461018310585e-308,4.0310481138926364e-308,1.963264893140402e-307,1.808250037743343e-307,1.29395387313432e-308,1.218678655542783e-308,143.90128124343624,127.70292480571308,104.4553008821676,0.07784718463610821,0.2165150734712877,0.5643240524523189,0.5093960951110122,-0.04909666700338897,0.048182711053491145,73.67182229568645,57.80458446162707,0.0,0.0,0.0,0.0,0.0,0.0,76.37205383138486,68.27160416575002,56.92614106120624,0.05414888070374121,0.1248625547082709,0.2995033143190412,0.2718147782884684,0.028680997815287143,0.02723809507397161,-108.6122797724341,-95.65044136112525,-76.95763483682676,-0.07784718463610821,-0.2165150734712877,-0.5643240524523189,-0.5093960951110122,0.04909666700338897,-0.048182711053491145,-2.700231535698407,-1.2439398620795572,0.878443400420835,-0.05414888070374121,-0.1248625547082709,-0.2995033143190412,-0.2718147782884684,-0.028680997815287143,-0.02723809507397161
241.0,176.47799903576288,160.18105704495756,138.56218038121804,0.11413175804496245,0.22285291967628124,0.6924371532451675,0.6376050618060474,-0.04636864870059595,0.04778167674385081,21.09452423591903,24.619836371448578,31.40784435406217,0.12499371496432315,0.09848215442448467,0.08316915477178617,0.09410509629388394,0.021795340973503094,0.019933703305158663,0.07616629309230104,0.9250050278167941,33.207612307798264,29.606629991218554,24.82327771751296,1.5559782104246244e-308,4.310304698323444e-308,1.8420508333400035e-307,1.6470722209723042e-307,1.3640392742441807e-308,1.3370495543513124e-308,132.6152133194589,117.87714880332986,97.28387096774193,0.07786744010084619,0.21097461025290312,0.5200636591785518,0.4703380251780212,-0.04371552403114485,0.04361994469356997,68.73934584458799,52.01682129851703,0.0,0.0,0.0,0.0,0.0,0.0,70.84954037290792,63.380409859778176,53.35232392560072,0.058215303626941814,0.11898889271866187,0.27784616521257244,0.2525873788910561,0.024836196654115683,0.024284575101042847,-99.40760101166063,-88.2705188121113,-72.46059325022898,-0.07786744010084619,-0.21097461025290312,-0.5200636591785518,-0.4703380251780212,0.04371552403114485,-0.04361994469356997,-2.110194528319937,-1.910146970788169,-1.3355026270836916,-0.058215303626941814,-0.11898889271866187,-0.27784616521257244,-0.2525873788910561,-0.024836196654115683,-0.024284575101042847
321.25,168.7364594401828,153.23472244460294,133.23040178939655,0.11927056098237752,0.22081866607494885,0.6619771686591505,0.6101539186336777,-0.04314915638817808,0.04523068199751897,28.977243816156925,31.2194750569385,36.46784415780535,0.1422085120442156,0.10275557550610266,0.11395400830171908,0.12073138088949985,0.0223294520891766,0.020597242208600968,0.07408648616868034,0.9885864163520919,27.990424690567338,24.868543883398107,20.84443700479857,1.5370050782192485e-308,4.2210479305762375e-308,1.4923441400810763e-307,1.2502419362348617e-307,1.2551049635540397e-308,1.145449254037538e-308,129.13624043959308,114.43909804212767,94.84362392019999,0.082477543189014,0.21140302838705513,0.5064550430949339,0.45725356693752967,-0.04198582177364763,0.04312991840216725,60.956471274528255,45.95665728533078,0.0,0.0,0.0,0.0,0.0,0.0,72.45125088001839,64.85230975959715,55.34919699691504,0.09283895892956431,0.12329806904689758,0.28416924677628086,0.2585929032731689,0.026416538724671507,0.025676283281119153,-101.14581574902574,-89.57055415872956,-73.99918691540142,-0.082477543189014,-0.21140302838705513,-0.5064550430949339,-0.45725356693752967,0.04198582177364763,-0.04312991840216725,-11.494779605490137,-10.536438075553917,-9.392539711584263,-0.09283895892956431,-0.12329806904689758,-0.28416924677628086,-0.2585929032731689,-0.026416538724671507,-0.025676283281119153
226.0,185.90861967694568,166.64418502202642,139.77472344591288,0.10652295093655427,0.2530350318805367,0.7295163974547234,0.6640828720163543,-0.057058647787901526,0.05699754847325974,18.15306042095485,21.663643722452683,29.18488047801933,0.08540556665184303,0.10948494385348817,0.07143373820373344,0.08155991784808633,0.026680106840394856,0.02478185649064443,0.08021499844839222,0.7845302684332882,33.95092021536956,29.6343906020558,23.586774351443957,1.298804415053141e-308,4.463888848228677e-308,1.8865507350360206e-307,1.6729448698802646e-307,1.148800823998097e-308,1.139616472237234e-308,144.59376759241883,126.27230718708951,101.17016560330268,0.07725037221858373,0.2361682746477036,0.5670526880296124,0.5054461949322795,-0.0534926863697039,0.05403026973048501,70.85258150420547,49.41217024283778,0.0,0.0,0.0,0.0,0.0,0.0,77.09995695736285,67.77426017400852,55.296823125877424,0.06058239243118467,0.13746526370026646,0.3023629800634665,0.27066663593934276,0.03224542107323347,0.031385191485639195,-110.64284737704926,-96.63791658503371,-77.58339125185873,-0.07725037221858373,-0.2361682746477036,-0.5670526880296124,-0.5054461949322795,0.0534926863697039,-0.05403026973048501,-6.247375453157375,-5.852086198791177,-5.884652883039642,-0.06058239243118467,-0.13746526370026646,-0.3023629800634665,-0.27066663593934276,-0.03224542107323347,-0.031385191485639195
220.75,172.7391496354113,157.64373010167404,138.8299014070042,0.11247458614541653,0.2064778457079204,0.6775708989562755,0.6274999375336043,-0.04087914520684856,0.04378387162105445,27.96388824024454,30.613054980331313,35.712572613620274,0.1308312243372217,0.09340946971745363,0.10986298688174846,0.11822487126625297,0.01969305973074755,0.01754286206017432,0.07400082295079548,1.0892594125686537,32.04414090582315,28.714131662729795,24.68971449111636,1.349013154886293e-308,4.468769474423511e-308,1.7482303273274976e-307,1.54390699881312e-307,1.2044788493596317e-308,1.259279105563755e-308,124.30831737487708,111.57355985715026,95.34559546607318,0.08454815375852585,0.18796251214549642,0.48750450337994516,0.44522064476222667,-0.035095560037101264,0.03707656973213436,67.66902968977509,52.86103577693423,0.0,0.0,0.0,0.0,0.0,0.0,69.10253326161497,62.935654644974356,55.95325562007532,0.1116592996964696,0.113761229073877,0.2710192197707694,0.250560096522968,0.022255784567187183,0.021139865877497385,-92.26417646905392,-82.85942819442046,-70.65588097495682,-0.08454815375852585,-0.18796251214549642,-0.48750450337994516,-0.44522064476222667,0.035095560037101264,-0.03707656973213436,-1.4335035718398785,-2.0291322848507747,-3.0922198431410877,-0.1116592996964696,-0.113761229073877,-0.2710192197707694,-0.250560096522968,-0.022255784567187183,-0.021139865877497385
